Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Sched Time,gid,Case,Scheduling Algorithm
CPF,0.5177,0.3758,0.454,0.25,0.006533622741699219,0.0036165714263916016,1,1,CPOP
ICRB,0.5177,0.3758,0.454,0.25,0.008700370788574219,0.0036165714263916016,1,1,CPOP
STO,0.4936,0.3577,0.7606,0.25,0.00681757926940918,0.0036165714263916016,1,1,CPOP
Rand,0.5025,0.3448,1.0,0.5,0.006983518600463867,0.0036165714263916016,1,1,CPOP
CPF,0.5137,0.3555,0.7125,0.375,0.00537872314453125,0.003085613250732422,1,1,HEFT
ICRB,0.5304,0.3504,0.78,0.375,0.0051631927490234375,0.003085613250732422,1,1,HEFT
STO,0.5207,0.3555,0.7125,0.25,0.005443572998046875,0.003085613250732422,1,1,HEFT
Rand,0.5333,0.3555,0.7125,0.75,0.0054759979248046875,0.003085613250732422,1,1,HEFT
CPF,0.5137,0.3555,0.7125,0.375,0.006545066833496094,0.003795146942138672,1,1,CPOP
ICRB,0.5304,0.3504,0.78,0.375,0.006379365921020508,0.003795146942138672,1,1,CPOP
STO,0.5207,0.3555,0.7125,0.25,0.0060536861419677734,0.003795146942138672,1,1,CPOP
Rand,0.5191,0.3524,0.753,0.625,0.007110118865966797,0.003795146942138672,1,1,CPOP
CPF,0.508,0.3322,0.695,0.375,0.011445999145507812,0.008653402328491211,1,1,HEFT
ICRB,0.508,0.3322,0.695,0.375,0.012106895446777344,0.008653402328491211,1,1,HEFT
STO,0.5055,0.3274,0.7687,0.125,0.011800289154052734,0.008653402328491211,1,1,HEFT
Rand,0.5154,0.3464,0.4888,0.75,0.010931015014648438,0.008653402328491211,1,1,HEFT
CPF,0.508,0.3322,0.695,0.375,0.007161855697631836,0.0043888092041015625,1,1,CPOP
ICRB,0.508,0.3322,0.695,0.375,0.008270025253295898,0.0043888092041015625,1,1,CPOP
STO,0.5055,0.3274,0.7687,0.125,0.008232593536376953,0.0043888092041015625,1,1,CPOP
Rand,0.5013,0.3464,0.4888,0.625,0.009168148040771484,0.0043888092041015625,1,1,CPOP
CPF,0.4969,0.3518,0.4643,0.375,0.008292675018310547,0.005727291107177734,1,1,HEFT
ICRB,0.5001,0.3339,0.7011,0.25,0.008124351501464844,0.005727291107177734,1,1,HEFT
STO,0.4865,0.3295,0.7632,0.0,0.007947444915771484,0.005727291107177734,1,1,HEFT
Rand,0.5001,0.3339,0.7011,0.5,0.008469820022583008,0.005727291107177734,1,1,HEFT
CPF,0.4969,0.3518,0.4643,0.375,0.008995532989501953,0.006207466125488281,1,1,CPOP
ICRB,0.5001,0.3339,0.7011,0.25,0.009032964706420898,0.006207466125488281,1,1,CPOP
STO,0.4865,0.3295,0.7632,0.0,0.011680126190185547,0.006207466125488281,1,1,CPOP
Rand,0.495,0.356,0.4133,0.5,0.01001739501953125,0.006207466125488281,1,1,CPOP
CPF,0.4172,0.3048,0.3986,0.25,0.008498191833496094,0.004637002944946289,1,1,HEFT
ICRB,0.441,0.2852,0.7965,0.25,0.007134675979614258,0.004637002944946289,1,1,HEFT
STO,0.4317,0.2848,0.8049,0.25,0.006963491439819336,0.004637002944946289,1,1,HEFT
Rand,0.4375,0.2761,1.0,0.5,0.007016897201538086,0.004637002944946289,1,1,HEFT
CPF,0.4172,0.3048,0.3986,0.25,0.006707429885864258,0.003877401351928711,1,1,CPOP
ICRB,0.441,0.2852,0.7965,0.25,0.008880376815795898,0.003877401351928711,1,1,CPOP
STO,0.4317,0.2848,0.8049,0.25,0.00651240348815918,0.003877401351928711,1,1,CPOP
Rand,0.4135,0.2915,0.6622,0.625,0.007497549057006836,0.003877401351928711,1,1,CPOP
CPF,0.4442,0.3074,0.743,0.375,0.007041454315185547,0.003573179244995117,1,1,HEFT
ICRB,0.4442,0.3074,0.743,0.25,0.00720524787902832,0.003573179244995117,1,1,HEFT
STO,0.4292,0.3096,0.6946,0.25,0.005852460861206055,0.003573179244995117,1,1,HEFT
Rand,0.4402,0.2962,1.0,0.625,0.005825996398925781,0.003573179244995117,1,1,HEFT
CPF,0.4442,0.3074,0.743,0.375,0.008434772491455078,0.004112720489501953,1,1,CPOP
ICRB,0.4442,0.3074,0.743,0.25,0.00902414321899414,0.004112720489501953,1,1,CPOP
STO,0.4292,0.3096,0.6946,0.25,0.006524324417114258,0.004112720489501953,1,1,CPOP
Rand,0.4442,0.3074,0.743,0.75,0.0067138671875,0.004112720489501953,1,1,CPOP
CPF,0.4413,0.308,0.5247,0.375,0.0065441131591796875,0.003751993179321289,1,1,HEFT
ICRB,0.4493,0.2917,0.8147,0.375,0.006161689758300781,0.003751993179321289,1,1,HEFT
STO,0.4492,0.2915,0.8191,0.125,0.008975028991699219,0.003751993179321289,1,1,HEFT
Rand,0.4574,0.3122,0.4555,0.5,0.006241321563720703,0.003751993179321289,1,1,HEFT
CPF,0.4552,0.3177,0.4352,0.375,0.0065615177154541016,0.0038597583770751953,1,1,CPOP
ICRB,0.4627,0.3004,0.7798,0.375,0.0063991546630859375,0.0038597583770751953,1,1,CPOP
STO,0.4625,0.3001,0.785,0.125,0.007080078125,0.0038597583770751953,1,1,CPOP
Rand,0.4467,0.2903,1.0,0.875,0.0075953006744384766,0.0038597583770751953,1,1,CPOP
CPF,0.4659,0.3081,0.7553,0.375,0.007147073745727539,0.0037713050842285156,1,1,HEFT
ICRB,0.46,0.2944,1.0,0.375,0.0066297054290771484,0.0037713050842285156,1,1,HEFT
STO,0.4957,0.3207,0.5485,0.125,0.008075475692749023,0.0037713050842285156,1,1,HEFT
Rand,0.5002,0.3081,0.7553,0.25,0.006246328353881836,0.0037713050842285156,1,1,HEFT
CPF,0.4659,0.3081,0.7553,0.375,0.009301900863647461,0.004995107650756836,1,1,CPOP
ICRB,0.46,0.2944,1.0,0.375,0.007919788360595703,0.004995107650756836,1,1,CPOP
STO,0.4957,0.3207,0.5485,0.125,0.007576465606689453,0.004995107650756836,1,1,CPOP
Rand,0.46,0.2944,1.0,0.75,0.0072784423828125,0.004995107650756836,1,1,CPOP
CPF,0.4802,0.3205,0.7218,0.375,0.00648808479309082,0.003531217575073242,1,1,HEFT
ICRB,0.4802,0.3205,0.7218,0.375,0.007317066192626953,0.003531217575073242,1,1,HEFT
STO,0.4767,0.3129,0.8513,0.125,0.008097171783447266,0.003531217575073242,1,1,HEFT
Rand,0.4706,0.3215,0.705,0.625,0.006937742233276367,0.003531217575073242,1,1,HEFT
CPF,0.4802,0.3205,0.7218,0.375,0.006483793258666992,0.003827333450317383,1,1,CPOP
ICRB,0.4802,0.3205,0.7218,0.375,0.006312847137451172,0.003827333450317383,1,1,CPOP
STO,0.4767,0.3129,0.8513,0.125,0.006108283996582031,0.003827333450317383,1,1,CPOP
Rand,0.4584,0.3391,0.4268,0.625,0.006247282028198242,0.003827333450317383,1,1,CPOP
CPF,0.5006,0.3396,0.5692,0.375,0.00897359848022461,0.006426811218261719,1,1,HEFT
ICRB,0.5006,0.3396,0.5692,0.375,0.008796453475952148,0.006426811218261719,1,1,HEFT
STO,0.4806,0.3236,0.8197,0.125,0.008635759353637695,0.006426811218261719,1,1,HEFT
Rand,0.4875,0.3129,1.0,0.75,0.008750438690185547,0.006426811218261719,1,1,HEFT
CPF,0.5044,0.3421,0.5522,0.375,0.008005380630493164,0.004301786422729492,1,1,CPOP
ICRB,0.5044,0.3421,0.5522,0.375,0.008174419403076172,0.004301786422729492,1,1,CPOP
STO,0.4806,0.3236,0.8521,0.125,0.006585597991943359,0.004301786422729492,1,1,CPOP
Rand,0.4842,0.3316,0.7189,0.625,0.006597995758056641,0.004301786422729492,1,1,CPOP
CPF,0.5003,0.366,0.7221,0.375,0.009301185607910156,0.0056989192962646484,1,1,HEFT
ICRB,0.5003,0.366,0.7221,0.375,0.009818553924560547,0.0056989192962646484,1,1,HEFT
STO,0.4984,0.362,0.8046,0.125,0.009428262710571289,0.0056989192962646484,1,1,HEFT
Rand,0.5023,0.3705,0.6315,0.625,0.010243892669677734,0.0056989192962646484,1,1,HEFT
CPF,0.5003,0.366,0.7221,0.375,0.007827997207641602,0.004413604736328125,1,1,CPOP
ICRB,0.5003,0.366,0.7221,0.375,0.008127212524414062,0.004413604736328125,1,1,CPOP
STO,0.4984,0.362,0.8046,0.125,0.00971531867980957,0.004413604736328125,1,1,CPOP
Rand,0.5042,0.3747,0.5489,0.75,0.007972002029418945,0.004413604736328125,1,1,CPOP
CPF,0.4879,0.3388,0.7404,0.25,0.01229405403137207,0.008705854415893555,1,1,HEFT
ICRB,0.4947,0.3341,0.8315,0.375,0.01299428939819336,0.008705854415893555,1,1,HEFT
STO,0.4684,0.3418,0.6846,0.125,0.013064861297607422,0.008705854415893555,1,1,HEFT
Rand,0.4906,0.3256,1.0,0.875,0.012764930725097656,0.008705854415893555,1,1,HEFT
CPF,0.4879,0.3388,0.8101,0.25,0.009626150131225586,0.00625300407409668,1,1,CPOP
ICRB,0.5013,0.3386,0.8156,0.375,0.009021759033203125,0.00625300407409668,1,1,CPOP
STO,0.4684,0.3418,0.7491,0.125,0.009636163711547852,0.00625300407409668,1,1,CPOP
Rand,0.506,0.3481,0.6252,0.375,0.009402036666870117,0.00625300407409668,1,1,CPOP
CPF,0.4639,0.3167,0.2699,0.375,0.008461236953735352,0.0056705474853515625,1,1,HEFT
ICRB,0.4578,0.3018,0.5142,0.25,0.00861048698425293,0.0056705474853515625,1,1,HEFT
STO,0.4537,0.2921,0.6893,0.0,0.008885622024536133,0.0056705474853515625,1,1,HEFT
Rand,0.4472,0.2762,1.0,0.5,0.009067296981811523,0.0056705474853515625,1,1,HEFT
CPF,0.4639,0.3167,0.2699,0.375,0.007524728775024414,0.004800558090209961,1,1,CPOP
ICRB,0.4578,0.3018,0.5142,0.25,0.007600069046020508,0.004800558090209961,1,1,CPOP
STO,0.4537,0.2921,0.6893,0.0,0.008595466613769531,0.004800558090209961,1,1,CPOP
Rand,0.4628,0.3141,0.3107,0.625,0.00744318962097168,0.004800558090209961,1,1,CPOP
CPF,0.4876,0.3404,0.7404,0.375,0.010687589645385742,0.005994081497192383,1,1,HEFT
ICRB,0.4863,0.3376,0.7875,0.25,0.010786294937133789,0.005994081497192383,1,1,HEFT
STO,0.4655,0.3404,0.7404,0.125,0.008633613586425781,0.005994081497192383,1,1,HEFT
Rand,0.4877,0.3407,0.737,0.5,0.009186744689941406,0.005994081497192383,1,1,HEFT
CPF,0.4876,0.3404,0.7404,0.375,0.00960993766784668,0.004364967346191406,1,1,CPOP
ICRB,0.4863,0.3376,0.7875,0.25,0.0075397491455078125,0.004364967346191406,1,1,CPOP
STO,0.4655,0.3404,0.7404,0.125,0.007544040679931641,0.004364967346191406,1,1,CPOP
Rand,0.4806,0.3252,1.0,0.75,0.007457256317138672,0.004364967346191406,1,1,CPOP
CPF,0.5262,0.3254,0.7296,0.375,0.006468534469604492,0.0038111209869384766,1,1,HEFT
ICRB,0.5258,0.3246,0.7398,0.25,0.0063877105712890625,0.0038111209869384766,1,1,HEFT
STO,0.5113,0.3254,0.7296,0.0,0.005968570709228516,0.0038111209869384766,1,1,HEFT
Rand,0.5171,0.3472,0.4397,0.5,0.005982160568237305,0.0038111209869384766,1,1,HEFT
CPF,0.5262,0.3254,0.7296,0.375,0.005975484848022461,0.003382444381713867,1,1,CPOP
ICRB,0.5258,0.3246,0.7398,0.25,0.0056438446044921875,0.003382444381713867,1,1,CPOP
STO,0.5113,0.3254,0.7296,0.0,0.0052869319915771484,0.003382444381713867,1,1,CPOP
Rand,0.5219,0.3448,0.4695,0.75,0.0054705142974853516,0.003382444381713867,1,1,CPOP
CPF,0.5172,0.3915,0.7814,0.375,0.005963325500488281,0.0033767223358154297,1,1,HEFT
ICRB,0.5243,0.3866,0.8478,0.375,0.007964372634887695,0.0033767223358154297,1,1,HEFT
STO,0.5368,0.4118,0.5276,0.25,0.006252765655517578,0.0033767223358154297,1,1,HEFT
Rand,0.5368,0.4118,0.5276,0.25,0.005571126937866211,0.0033767223358154297,1,1,HEFT
CPF,0.5346,0.4047,0.7375,0.375,0.006514310836791992,0.0037698745727539062,1,1,CPOP
ICRB,0.5417,0.3994,0.8171,0.375,0.006124258041381836,0.0037698745727539062,1,1,CPOP
STO,0.5558,0.4264,0.4325,0.125,0.005892753601074219,0.0037698745727539062,1,1,CPOP
Rand,0.5445,0.4047,0.7375,0.5,0.005871772766113281,0.0037698745727539062,1,1,CPOP
CPF,0.4687,0.2867,0.679,0.375,0.006276130676269531,0.004018068313598633,1,1,HEFT
ICRB,0.4687,0.2867,0.679,0.375,0.00618743896484375,0.004018068313598633,1,1,HEFT
STO,0.4472,0.2803,0.7995,0.25,0.006101131439208984,0.004018068313598633,1,1,HEFT
Rand,0.4657,0.2803,0.7995,0.625,0.005803108215332031,0.004018068313598633,1,1,HEFT
CPF,0.4687,0.2867,0.679,0.375,0.006134748458862305,0.003734588623046875,1,1,CPOP
ICRB,0.4687,0.2867,0.679,0.375,0.005822658538818359,0.003734588623046875,1,1,CPOP
STO,0.4472,0.2803,0.7995,0.25,0.00565648078918457,0.003734588623046875,1,1,CPOP
Rand,0.4414,0.2702,1.0,0.625,0.00575709342956543,0.003734588623046875,1,1,CPOP
CPF,0.4727,0.3301,0.5155,0.375,0.005812406539916992,0.0033833980560302734,1,1,HEFT
ICRB,0.4742,0.3131,0.7758,0.5,0.006803274154663086,0.0033833980560302734,1,1,HEFT
STO,0.4598,0.3173,0.7087,0.125,0.005292177200317383,0.0033833980560302734,1,1,HEFT
Rand,0.4671,0.3169,0.715,0.5,0.005339145660400391,0.0033833980560302734,1,1,HEFT
CPF,0.4727,0.3301,0.5155,0.375,0.0059926509857177734,0.0034875869750976562,1,1,CPOP
ICRB,0.4742,0.3131,0.7758,0.5,0.005686759948730469,0.0034875869750976562,1,1,CPOP
STO,0.4598,0.3173,0.7087,0.125,0.00563502311706543,0.0034875869750976562,1,1,CPOP
Rand,0.476,0.3169,0.715,0.625,0.00551152229309082,0.0034875869750976562,1,1,CPOP
CPF,0.4256,0.2971,0.7727,0.5,0.005967855453491211,0.003646373748779297,1,1,HEFT
ICRB,0.4329,0.2948,0.8185,0.375,0.005869150161743164,0.003646373748779297,1,1,HEFT
STO,0.4265,0.3013,0.6919,0.125,0.005441427230834961,0.003646373748779297,1,1,HEFT
Rand,0.4299,0.2859,1.0,0.5,0.005502223968505859,0.003646373748779297,1,1,HEFT
CPF,0.4267,0.2979,0.7951,0.5,0.006474971771240234,0.004050493240356445,1,1,CPOP
ICRB,0.4365,0.2972,0.8095,0.375,0.006552696228027344,0.004050493240356445,1,1,CPOP
STO,0.4301,0.3039,0.6765,0.0,0.0063037872314453125,0.004050493240356445,1,1,CPOP
Rand,0.4334,0.2881,1.0,0.625,0.006139516830444336,0.004050493240356445,1,1,CPOP
CPF,0.4831,0.3593,0.7121,0.375,0.006039857864379883,0.0037610530853271484,1,1,HEFT
ICRB,0.4909,0.3528,0.8255,0.25,0.0062923431396484375,0.0037610530853271484,1,1,HEFT
STO,0.4775,0.344,0.9876,0.25,0.005617856979370117,0.0037610530853271484,1,1,HEFT
Rand,0.4886,0.3704,0.5253,0.75,0.005560159683227539,0.0037610530853271484,1,1,HEFT
CPF,0.484,0.36,0.7085,0.25,0.006310701370239258,0.0038912296295166016,1,1,CPOP
ICRB,0.4918,0.3535,0.8234,0.25,0.0062274932861328125,0.0038912296295166016,1,1,CPOP
STO,0.4775,0.344,1.0,0.25,0.00573277473449707,0.0038912296295166016,1,1,CPOP
Rand,0.4775,0.344,1.0,0.625,0.0058650970458984375,0.0038912296295166016,1,1,CPOP
CPF,0.4376,0.3355,0.4568,0.375,0.006184101104736328,0.003816843032836914,1,1,HEFT
ICRB,0.4586,0.3222,0.7098,0.25,0.005728006362915039,0.003816843032836914,1,1,HEFT
STO,0.4491,0.3161,0.8335,0.125,0.006157875061035156,0.003816843032836914,1,1,HEFT
Rand,0.4569,0.3178,0.799,0.375,0.00580906867980957,0.003816843032836914,1,1,HEFT
CPF,0.4376,0.3355,0.4568,0.375,0.006398916244506836,0.0038645267486572266,1,1,CPOP
ICRB,0.4586,0.3222,0.7098,0.25,0.005999326705932617,0.0038645267486572266,1,1,CPOP
STO,0.4491,0.3161,0.8335,0.125,0.005774021148681641,0.0038645267486572266,1,1,CPOP
Rand,0.4417,0.3249,0.6577,0.75,0.005908012390136719,0.0038645267486572266,1,1,CPOP
CPF,0.4611,0.3201,0.5526,0.375,0.006237506866455078,0.003714323043823242,1,1,HEFT
ICRB,0.4647,0.303,0.7885,0.25,0.005835771560668945,0.003714323043823242,1,1,HEFT
STO,0.4652,0.3041,0.7721,0.125,0.005865812301635742,0.003714323043823242,1,1,HEFT
Rand,0.4656,0.3051,0.7582,0.75,0.005812644958496094,0.003714323043823242,1,1,HEFT
CPF,0.4739,0.329,0.4955,0.375,0.0061604976654052734,0.003788471221923828,1,1,CPOP
ICRB,0.4769,0.311,0.7615,0.25,0.0061016082763671875,0.003788471221923828,1,1,CPOP
STO,0.4774,0.3122,0.743,0.125,0.005838155746459961,0.003788471221923828,1,1,CPOP
Rand,0.4769,0.311,0.7615,0.75,0.00574493408203125,0.003788471221923828,1,1,CPOP
CPF,0.4755,0.3213,0.5413,0.375,0.006258964538574219,0.003632068634033203,1,1,HEFT
ICRB,0.4755,0.3213,0.5413,0.375,0.006577491760253906,0.003632068634033203,1,1,HEFT
STO,0.4713,0.3242,0.5019,0.125,0.0071904659271240234,0.003632068634033203,1,1,HEFT
Rand,0.4496,0.291,1.0,0.625,0.005723237991333008,0.003632068634033203,1,1,HEFT
CPF,0.484,0.3271,0.5026,0.375,0.007735013961791992,0.005051136016845703,1,1,CPOP
ICRB,0.484,0.3271,0.5026,0.375,0.007571220397949219,0.005051136016845703,1,1,CPOP
STO,0.4713,0.3242,0.5442,0.125,0.007302045822143555,0.005051136016845703,1,1,CPOP
Rand,0.4754,0.3083,0.7881,0.5,0.0073583126068115234,0.005051136016845703,1,1,CPOP
CPF,0.4883,0.3432,0.6683,0.375,0.0055980682373046875,0.0033216476440429688,1,1,HEFT
ICRB,0.503,0.334,0.8076,0.375,0.00548553466796875,0.0033216476440429688,1,1,HEFT
STO,0.503,0.334,0.8076,0.25,0.00513768196105957,0.0033216476440429688,1,1,HEFT
Rand,0.506,0.3564,0.4825,0.75,0.00514984130859375,0.0033216476440429688,1,1,HEFT
CPF,0.507,0.3564,0.5926,0.375,0.006044864654541016,0.0036644935607910156,1,1,CPOP
ICRB,0.5217,0.3464,0.7638,0.375,0.006265163421630859,0.0036644935607910156,1,1,CPOP
STO,0.5217,0.3464,0.7637,0.125,0.005903005599975586,0.0036644935607910156,1,1,CPOP
Rand,0.517,0.379,0.2363,0.625,0.005754232406616211,0.0036644935607910156,1,1,CPOP
CPF,0.4835,0.35,0.4224,0.375,0.005974292755126953,0.0035696029663085938,1,1,HEFT
ICRB,0.4764,0.3266,0.7518,0.25,0.005573749542236328,0.0035696029663085938,1,1,HEFT
STO,0.48,0.3348,0.6309,0.25,0.005365610122680664,0.0035696029663085938,1,1,HEFT
Rand,0.4889,0.3627,0.2622,0.625,0.005421876907348633,0.0035696029663085938,1,1,HEFT
CPF,0.485,0.3511,0.5253,0.375,0.005994319915771484,0.0036547183990478516,1,1,CPOP
ICRB,0.499,0.3421,0.6808,0.25,0.005701541900634766,0.0036547183990478516,1,1,CPOP
STO,0.5033,0.3511,0.5253,0.125,0.005613565444946289,0.0036547183990478516,1,1,CPOP
Rand,0.4907,0.3249,1.0,0.625,0.005617618560791016,0.0036547183990478516,1,1,CPOP
CPF,0.5011,0.3437,0.6697,0.375,0.005995988845825195,0.003668069839477539,1,1,HEFT
ICRB,0.5011,0.3437,0.6697,0.375,0.0059740543365478516,0.003668069839477539,1,1,HEFT
STO,0.4928,0.3532,0.4968,0.25,0.005428791046142578,0.003668069839477539,1,1,HEFT
Rand,0.5113,0.3647,0.298,0.375,0.0055997371673583984,0.003668069839477539,1,1,HEFT
CPF,0.5011,0.3437,0.6697,0.375,0.0063323974609375,0.0038683414459228516,1,1,CPOP
ICRB,0.5011,0.3437,0.6697,0.375,0.006085395812988281,0.0038683414459228516,1,1,CPOP
STO,0.4928,0.3532,0.4968,0.25,0.005997180938720703,0.0038683414459228516,1,1,CPOP
Rand,0.474,0.327,1.0,0.625,0.006108999252319336,0.0038683414459228516,1,1,CPOP
CPF,0.5368,0.3588,0.7126,0.375,0.005694389343261719,0.003266572952270508,1,1,HEFT
ICRB,0.5368,0.3588,0.7126,0.375,0.005200386047363281,0.003266572952270508,1,1,HEFT
STO,0.5236,0.3566,0.7393,0.125,0.00507807731628418,0.003266572952270508,1,1,HEFT
Rand,0.535,0.3556,0.7511,0.25,0.005030155181884766,0.003266572952270508,1,1,HEFT
CPF,0.5368,0.3588,0.7126,0.375,0.006011247634887695,0.003634214401245117,1,1,CPOP
ICRB,0.5368,0.3588,0.7126,0.375,0.0058095455169677734,0.003634214401245117,1,1,CPOP
STO,0.5236,0.3566,0.7393,0.125,0.005617380142211914,0.003634214401245117,1,1,CPOP
Rand,0.535,0.3556,0.7511,0.5,0.005644798278808594,0.003634214401245117,1,1,CPOP
CPF,0.4676,0.355,0.5668,0.375,0.005936145782470703,0.003651142120361328,1,1,HEFT
ICRB,0.4676,0.355,0.5668,0.375,0.0057642459869384766,0.003651142120361328,1,1,HEFT
STO,0.4407,0.3454,0.7925,0.25,0.005460977554321289,0.003651142120361328,1,1,HEFT
Rand,0.4508,0.3528,0.6177,0.625,0.00559544563293457,0.003651142120361328,1,1,HEFT
CPF,0.4676,0.355,0.5668,0.375,0.006169319152832031,0.0037767887115478516,1,1,CPOP
ICRB,0.4676,0.355,0.5668,0.375,0.006390571594238281,0.0037767887115478516,1,1,CPOP
STO,0.4407,0.3454,0.7925,0.25,0.0063915252685546875,0.0037767887115478516,1,1,CPOP
Rand,0.4676,0.355,0.5668,0.875,0.0058214664459228516,0.0037767887115478516,1,1,CPOP
CPF,0.5163,0.3898,0.7017,0.5,0.005934476852416992,0.003558635711669922,1,1,HEFT
ICRB,0.5196,0.3817,0.8406,0.375,0.0057027339935302734,0.003558635711669922,1,1,HEFT
STO,0.5239,0.3906,0.688,0.125,0.005447864532470703,0.003558635711669922,1,1,HEFT
Rand,0.5241,0.391,0.6811,0.5,0.005376577377319336,0.003558635711669922,1,1,HEFT
CPF,0.5163,0.3898,0.8149,0.5,0.006443977355957031,0.004027843475341797,1,1,CPOP
ICRB,0.5306,0.3898,0.8149,0.375,0.006180286407470703,0.004027843475341797,1,1,CPOP
STO,0.5353,0.3991,0.6377,0.125,0.005907535552978516,0.004027843475341797,1,1,CPOP
Rand,0.5356,0.3996,0.6297,0.625,0.005985736846923828,0.004027843475341797,1,1,CPOP
CPF,0.4605,0.322,0.4476,0.375,0.005925416946411133,0.0036284923553466797,1,1,HEFT
ICRB,0.4835,0.3143,0.5524,0.375,0.005789279937744141,0.0036284923553466797,1,1,HEFT
STO,0.4712,0.3105,0.6058,0.125,0.005450725555419922,0.0036284923553466797,1,1,HEFT
Rand,0.4541,0.3058,0.6744,0.5,0.005439281463623047,0.0036284923553466797,1,1,HEFT
CPF,0.4831,0.3244,0.4819,0.5,0.006456851959228516,0.0038909912109375,1,1,CPOP
ICRB,0.499,0.3244,0.4819,0.375,0.006026029586791992,0.0038909912109375,1,1,CPOP
STO,0.4712,0.3105,0.7012,0.125,0.005937337875366211,0.0038909912109375,1,1,CPOP
Rand,0.4615,0.3244,0.4819,0.625,0.0058209896087646484,0.0038909912109375,1,1,CPOP
CPF,0.5075,0.3878,0.4196,0.375,0.007254362106323242,0.004350185394287109,1,1,HEFT
ICRB,0.5018,0.375,0.6023,0.375,0.008165836334228516,0.004350185394287109,1,1,HEFT
STO,0.4877,0.3836,0.4785,0.125,0.00657963752746582,0.004350185394287109,1,1,HEFT
Rand,0.4949,0.3596,0.8398,0.625,0.006550312042236328,0.004350185394287109,1,1,HEFT
CPF,0.5333,0.4075,0.2164,0.25,0.012105226516723633,0.007718324661254883,1,1,CPOP
ICRB,0.5264,0.3934,0.4631,0.375,0.010347127914428711,0.007718324661254883,1,1,CPOP
STO,0.4877,0.3836,0.6461,0.125,0.012801408767700195,0.007718324661254883,1,1,CPOP
Rand,0.5173,0.3748,0.817,0.75,0.01109766960144043,0.007718324661254883,1,1,CPOP
CPF,0.4518,0.3004,0.7073,0.5,0.008504152297973633,0.004739522933959961,1,1,HEFT
ICRB,0.4518,0.3004,0.7073,0.5,0.00871419906616211,0.004739522933959961,1,1,HEFT
STO,0.4418,0.2977,0.7549,0.375,0.0072062015533447266,0.004739522933959961,1,1,HEFT
Rand,0.4495,0.2945,0.8142,0.625,0.007030487060546875,0.004739522933959961,1,1,HEFT
CPF,0.4518,0.3004,0.7073,0.5,0.011370182037353516,0.006999492645263672,1,1,CPOP
ICRB,0.4518,0.3004,0.7073,0.5,0.010312318801879883,0.006999492645263672,1,1,CPOP
STO,0.4418,0.2977,0.7549,0.375,0.011522054672241211,0.006999492645263672,1,1,CPOP
Rand,0.4425,0.2994,0.7237,0.25,0.011048078536987305,0.006999492645263672,1,1,CPOP
CPF,0.5674,0.4386,0.3699,0.375,0.010719537734985352,0.006161212921142578,1,1,HEFT
ICRB,0.5558,0.4169,0.5989,0.375,0.008708715438842773,0.006161212921142578,1,1,HEFT
STO,0.5474,0.4305,0.4523,0.25,0.00839090347290039,0.006161212921142578,1,1,HEFT
Rand,0.5528,0.4123,0.6497,0.75,0.010551929473876953,0.006161212921142578,1,1,HEFT
CPF,0.5836,0.4511,0.2829,0.25,0.008221864700317383,0.005331277847290039,1,1,CPOP
ICRB,0.5708,0.4281,0.5435,0.375,0.010414600372314453,0.005331277847290039,1,1,CPOP
STO,0.5474,0.4305,0.5148,0.25,0.00804901123046875,0.005331277847290039,1,1,CPOP
Rand,0.5621,0.4123,0.7394,0.25,0.009351730346679688,0.005331277847290039,1,1,CPOP
CPF,0.4718,0.3428,0.5681,0.25,0.0068018436431884766,0.003611326217651367,1,1,HEFT
ICRB,0.4677,0.3327,0.7332,0.25,0.007787227630615234,0.003611326217651367,1,1,HEFT
STO,0.4529,0.3376,0.6517,0.25,0.00588679313659668,0.003611326217651367,1,1,HEFT
Rand,0.4668,0.3304,0.7716,0.375,0.005884408950805664,0.003611326217651367,1,1,HEFT
CPF,0.4882,0.3547,0.4712,0.25,0.010818958282470703,0.006372690200805664,1,1,CPOP
ICRB,0.4835,0.3439,0.6734,0.25,0.009026288986206055,0.006372690200805664,1,1,CPOP
STO,0.4529,0.3376,0.7978,0.25,0.009278297424316406,0.006372690200805664,1,1,CPOP
Rand,0.4805,0.3371,0.8084,0.25,0.010485410690307617,0.006372690200805664,1,1,CPOP
CPF,0.4519,0.3206,0.5854,0.375,0.013598442077636719,0.008011341094970703,1,1,HEFT
ICRB,0.4519,0.3206,0.5854,0.375,0.015032529830932617,0.008011341094970703,1,1,HEFT
STO,0.4429,0.3163,0.657,0.0,0.012508869171142578,0.008011341094970703,1,1,HEFT
Rand,0.4437,0.3188,0.6151,0.75,0.012331008911132812,0.008011341094970703,1,1,HEFT
CPF,0.462,0.3278,0.5316,0.375,0.010437726974487305,0.00679326057434082,1,1,CPOP
ICRB,0.462,0.3278,0.5316,0.375,0.010982036590576172,0.00679326057434082,1,1,CPOP
STO,0.4429,0.3163,0.7422,0.0,0.010233163833618164,0.00679326057434082,1,1,CPOP
Rand,0.4634,0.3314,0.4684,0.5,0.012027740478515625,0.00679326057434082,1,1,CPOP
CPF,0.4896,0.3717,0.3367,0.375,0.011258125305175781,0.005886077880859375,1,1,HEFT
ICRB,0.5028,0.3376,0.8454,0.375,0.008720874786376953,0.005886077880859375,1,1,HEFT
