Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Heft Time,gid,Case
ICRB,0.5912,0.3922,0.48,0.6667,0.004622697830200195,0.0027794837951660156,1,1
STO,0.5986,0.3576,0.8718,0.3333,0.004448652267456055,0.0027794837951660156,1,1
Rand,0.6015,0.3475,1.0,0.6667,0.004509925842285156,0.0027794837951660156,1,1
SFE,0.0,0.0,0.48,0.6667,0.0,0.0,1,1
SFD,0.0,0.0,0.8718,0.1111,0.0,0.0,1,1
CPF,0.4855,0.3159,0.5144,0.3333,0.004963397979736328,0.0028803348541259766,1,2
ICRB,0.4566,0.2873,0.8835,0.3333,0.004744768142700195,0.0028803348541259766,1,2
STO,0.5108,0.3159,0.5144,0.1111,0.004608631134033203,0.0028803348541259766,1,2
Rand,0.4663,0.2793,1.0,0.8889,0.0046579837799072266,0.0028803348541259766,1,2
SFE,0.0,0.0,0.5144,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.5144,0.1111,0.0,0.0,1,2
CPF,0.3849,0.2424,0.5719,0.3333,0.005209445953369141,0.0031037330627441406,1,3
ICRB,0.3714,0.2545,0.3895,0.5556,0.005016803741455078,0.0031037330627441406,1,3
STO,0.4087,0.2544,0.3911,0.2222,0.004868745803833008,0.0031037330627441406,1,3
Rand,0.3927,0.2274,0.8244,0.6667,0.004911184310913086,0.0031037330627441406,1,3
SFE,0.0,0.0,0.1756,0.2222,0.0,0.0,1,3
SFD,0.0,0.0,0.6135,0.1111,0.0,0.0,1,3
CPF,0.2657,0.172,0.5307,0.4444,0.005365848541259766,0.003237009048461914,1,4
ICRB,0.2547,0.1668,0.6975,0.5556,0.005183696746826172,0.003237009048461914,1,4
STO,0.2763,0.172,0.5307,0.1111,0.0050182342529296875,0.003237009048461914,1,4
Rand,0.2551,0.1582,1.0,0.6667,0.005054950714111328,0.003237009048461914,1,4
SFE,0.0,0.0,0.3025,0.4444,0.0,0.0,1,4
SFD,0.0,0.0,0.5307,0.1111,0.0,0.0,1,4
CPF,0.4729,0.3029,0.6002,0.5,0.0057179927825927734,0.0028867721557617188,1,5
ICRB,0.4695,0.3029,0.6002,0.625,0.005583286285400391,0.0028867721557617188,1,5
STO,0.4838,0.2875,0.7804,0.125,0.0053539276123046875,0.0028867721557617188,1,5
Rand,0.4926,0.2979,0.6571,0.625,0.005388736724853516,0.0028867721557617188,1,5
SFE,0.0,0.0,0.4677,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.7804,0.0,0.0,0.0,1,5
CPF,0.3953,0.2822,0.153,0.2222,0.006218433380126953,0.0040547847747802734,1,6
ICRB,0.3612,0.2561,0.597,0.5556,0.00595402717590332,0.0040547847747802734,1,6
STO,0.3941,0.2535,0.6456,0.1111,0.0057828426361083984,0.0040547847747802734,1,6
Rand,0.3917,0.2362,1.0,0.4444,0.005840301513671875,0.0040547847747802734,1,6
SFE,0.0,0.0,0.153,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.3904,0.0,0.0,0.0,1,6
CPF,0.382,0.2659,0.3223,0.4,0.005068302154541016,0.0029764175415039062,1,7
ICRB,0.3761,0.2603,0.4249,0.6,0.0048980712890625,0.0029764175415039062,1,7
STO,0.393,0.2703,0.2442,0.2,0.0047152042388916016,0.0029764175415039062,1,7
Rand,0.3795,0.2437,0.7558,0.7,0.004764080047607422,0.0029764175415039062,1,7
SFE,0.0,0.0,0.2442,0.2,0.0,0.0,1,7
SFD,0.0,0.0,0.4087,0.2,0.0,0.0,1,7
CPF,0.4995,0.363,0.2507,0.2,0.0063800811767578125,0.004163026809692383,1,8
ICRB,0.4701,0.335,0.6448,0.2,0.0060901641845703125,0.004163026809692383,1,8
STO,0.5482,0.3684,0.1825,0.1,0.0059278011322021484,0.004163026809692383,1,8
Rand,0.4905,0.3401,0.5686,0.3,0.005967140197753906,0.004163026809692383,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.6448,0.1,0.0,0.0,1,8
CPF,0.7689,0.4258,0.6911,0.3333,0.00455927848815918,0.0025472640991210938,1,0
ICRB,0.7708,0.4463,0.5626,0.6667,0.004384040832519531,0.0025472640991210938,1,0
STO,0.7895,0.3962,0.8996,0.1111,0.0042040348052978516,0.0025472640991210938,1,0
Rand,0.7639,0.4012,0.8623,0.8889,0.0042650699615478516,0.0025472640991210938,1,0
SFE,0.0,0.0,0.5626,0.6667,0.0,0.0,1,0
SFD,0.0,0.0,0.8996,0.1111,0.0,0.0,1,0
CPF,0.5856,0.3982,0.4538,0.4444,0.0049591064453125,0.002862215042114258,1,1
ICRB,0.5408,0.3698,0.7458,0.5556,0.004720211029052734,0.002862215042114258,1,1
STO,0.6064,0.3794,0.6421,0.1111,0.004563808441162109,0.002862215042114258,1,1
Rand,0.5688,0.36,0.8565,0.8889,0.004614114761352539,0.002862215042114258,1,1
SFE,0.0,0.0,0.2546,0.5556,0.0,0.0,1,1
SFD,0.0,0.0,0.421,0.1111,0.0,0.0,1,1
CPF,0.5075,0.357,0.3179,0.3333,0.004982709884643555,0.002919912338256836,1,2
ICRB,0.4813,0.3319,0.5748,0.1111,0.004782676696777344,0.002919912338256836,1,2
STO,0.5389,0.3548,0.3384,0.1111,0.004627227783203125,0.002919912338256836,1,2
Rand,0.5171,0.332,0.5741,0.4444,0.004674434661865234,0.002919912338256836,1,2
SFE,0.0,0.0,0.2468,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.3179,0.1111,0.0,0.0,1,2
CPF,0.3502,0.2573,0.2406,0.5556,0.005233049392700195,0.003105640411376953,1,3
ICRB,0.3329,0.238,0.5934,0.4444,0.005046367645263672,0.003105640411376953,1,3
STO,0.3598,0.2395,0.5637,0.1111,0.0048754215240478516,0.003105640411376953,1,3
Rand,0.3526,0.2395,0.5637,0.5556,0.004924297332763672,0.003105640411376953,1,3
SFE,0.0,0.0,0.2406,0.5556,0.0,0.0,1,3
SFD,0.0,0.0,0.5637,0.1111,0.0,0.0,1,3
CPF,0.327,0.1862,0.5027,0.6667,0.005385398864746094,0.003259420394897461,1,4
ICRB,0.2828,0.1783,0.7778,0.3333,0.005196094512939453,0.003259420394897461,1,4
STO,0.3185,0.1877,0.4538,0.1111,0.005057573318481445,0.003259420394897461,1,4
Rand,0.3005,0.1724,1.0,0.6667,0.005118131637573242,0.003259420394897461,1,4
SFE,0.0,0.0,0.4538,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.4538,0.1111,0.0,0.0,1,4
CPF,0.4694,0.3034,0.7016,0.375,0.005005598068237305,0.002950906753540039,1,5
ICRB,0.4619,0.3074,0.6528,0.375,0.0048351287841796875,0.002950906753540039,1,5
STO,0.4925,0.334,0.3543,0.0,0.0046672821044921875,0.002950906753540039,1,5
Rand,0.4841,0.3122,0.5948,0.5,0.004688739776611328,0.002950906753540039,1,5
SFE,0.0,0.0,0.2529,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.3543,0.0,0.0,0.0,1,5
CPF,0.4196,0.2703,0.5971,0.3333,0.004925727844238281,0.0028722286224365234,1,6
ICRB,0.4406,0.2728,0.557,0.5556,0.00481724739074707,0.0028722286224365234,1,6
STO,0.4661,0.2846,0.3784,0.1111,0.004613161087036133,0.0028722286224365234,1,6
Rand,0.4524,0.2568,0.8246,0.4444,0.004652738571166992,0.0028722286224365234,1,6
SFE,0.0,0.0,0.3262,0.1111,0.0,0.0,1,6
SFD,0.0,0.0,0.3784,0.0,0.0,0.0,1,6
CPF,0.4293,0.3199,0.0,0.5,0.005816221237182617,0.002928018569946289,1,7
ICRB,0.3901,0.2593,1.0,0.2,0.0048389434814453125,0.002928018569946289,1,7
STO,0.4281,0.2797,0.6152,0.1,0.004671335220336914,0.002928018569946289,1,7
Rand,0.4501,0.2784,0.6368,0.5,0.004716396331787109,0.002928018569946289,1,7
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.6152,0.1,0.0,0.0,1,7
CPF,0.4099,0.269,0.0,0.4,0.0050067901611328125,0.002920389175415039,1,8
ICRB,0.3712,0.2316,0.4761,0.3,0.0048177242279052734,0.002920389175415039,1,8
STO,0.4269,0.2316,0.4761,0.2,0.004638195037841797,0.002920389175415039,1,8
Rand,0.3941,0.2064,0.8933,0.5,0.00468897819519043,0.002920389175415039,1,8
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,8
SFD,0.0,0.0,0.5829,0.1,0.0,0.0,1,8
CPF,0.7007,0.4303,0.6478,0.5556,0.004559040069580078,0.002537250518798828,1,0
ICRB,0.6851,0.4306,0.6457,0.5556,0.004342317581176758,0.002537250518798828,1,0
STO,0.7089,0.4144,0.7458,0.2222,0.004183769226074219,0.002537250518798828,1,0
Rand,0.6996,0.3958,0.8704,0.6667,0.0042247772216796875,0.002537250518798828,1,0
SFE,0.0,0.0,0.5252,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.7331,0.1111,0.0,0.0,1,0
CPF,0.6142,0.4236,0.2599,0.4444,0.00477910041809082,0.0027480125427246094,1,1
ICRB,0.56,0.3705,0.7401,0.5556,0.004591703414916992,0.0027480125427246094,1,1
STO,0.6453,0.4049,0.4144,0.1111,0.0044367313385009766,0.0027480125427246094,1,1
Rand,0.5614,0.3469,1.0,0.5556,0.0044744014739990234,0.0027480125427246094,1,1
SFE,0.0,0.0,0.2599,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.569,0.1111,0.0,0.0,1,1
CPF,0.4489,0.2936,0.5892,0.3333,0.00497889518737793,0.0029075145721435547,1,2
ICRB,0.4068,0.2772,0.8483,0.5556,0.004801273345947266,0.0029075145721435547,1,2
STO,0.4677,0.3144,0.3003,0.3333,0.004645109176635742,0.0029075145721435547,1,2
Rand,0.4546,0.277,0.8515,0.6667,0.004698753356933594,0.0029075145721435547,1,2
SFE,0.0,0.0,0.1485,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.489,0.0,0.0,0.0,1,2
CPF,0.383,0.2173,0.7923,0.3333,0.006552457809448242,0.004407405853271484,1,3
ICRB,0.3658,0.2321,0.5033,0.5556,0.006295919418334961,0.004407405853271484,1,3
STO,0.3996,0.2324,0.4991,0.1111,0.006143093109130859,0.004407405853271484,1,3
Rand,0.3785,0.2078,1.0,0.5556,0.006173849105834961,0.004407405853271484,1,3
SFE,0.0,0.0,0.4991,0.2222,0.0,0.0,1,3
SFD,0.0,0.0,0.4991,0.1111,0.0,0.0,1,3
CPF,0.321,0.1968,0.535,0.5556,0.005401134490966797,0.003264188766479492,1,4
ICRB,0.2984,0.1836,0.7352,0.4444,0.00518798828125,0.003264188766479492,1,4
STO,0.3321,0.1902,0.6308,0.1111,0.0050394535064697266,0.003264188766479492,1,4
Rand,0.3114,0.1735,0.9084,0.6667,0.005059480667114258,0.003264188766479492,1,4
SFE,0.0,0.0,0.366,0.4444,0.0,0.0,1,4
SFD,0.0,0.0,0.7224,0.1111,0.0,0.0,1,4
CPF,0.4122,0.2516,0.579,0.5,0.005326271057128906,0.003326416015625,1,5
ICRB,0.4122,0.2516,0.579,0.5,0.0051915645599365234,0.003326416015625,1,5
STO,0.4188,0.2473,0.6429,0.25,0.005024433135986328,0.003326416015625,1,5
Rand,0.3792,0.2255,1.0,0.875,0.005085945129394531,0.003326416015625,1,5
SFE,0.0,0.0,0.3441,0.625,0.0,0.0,1,5
SFD,0.0,0.0,1.0,0.25,0.0,0.0,1,5
CPF,0.4403,0.2695,0.2257,0.6667,0.004964113235473633,0.0028548240661621094,1,6
ICRB,0.4036,0.2582,0.3582,0.5556,0.004760026931762695,0.0028548240661621094,1,6
STO,0.4282,0.2408,0.5839,0.2222,0.004593849182128906,0.0028548240661621094,1,6
Rand,0.4167,0.2385,0.6175,0.5556,0.004619598388671875,0.0028548240661621094,1,6
SFE,0.0,0.0,0.2257,0.6667,0.0,0.0,1,6
SFD,0.0,0.0,0.4254,0.1111,0.0,0.0,1,6
CPF,0.461,0.3052,0.3319,0.2,0.005659341812133789,0.002908468246459961,1,7
ICRB,0.4253,0.269,0.8123,0.5,0.005558967590332031,0.002908468246459961,1,7
STO,0.4421,0.2892,0.529,0.2,0.005347013473510742,0.002908468246459961,1,7
Rand,0.4497,0.2743,0.7334,0.7,0.0054645538330078125,0.002908468246459961,1,7
SFE,0.0,0.0,0.3319,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.529,0.1,0.0,0.0,1,7
CPF,0.4289,0.313,0.0,0.2,0.006144523620605469,0.00398707389831543,1,8
ICRB,0.4088,0.2845,0.3754,0.4,0.005894899368286133,0.00398707389831543,1,8
STO,0.3974,0.269,0.6131,0.1,0.005717277526855469,0.00398707389831543,1,8
Rand,0.4117,0.2594,0.7749,0.7,0.005751371383666992,0.00398707389831543,1,8
SFE,0.0,0.0,0.0,0.4,0.0,0.0,1,8
SFD,0.0,0.0,0.6131,0.1,0.0,0.0,1,8
CPF,0.7709,0.5259,0.419,0.4444,0.004579305648803711,0.0026421546936035156,1,0
ICRB,0.7724,0.5318,0.3811,0.3333,0.004389047622680664,0.0026421546936035156,1,0
STO,0.7715,0.5125,0.5084,0.0,0.004223346710205078,0.0026421546936035156,1,0
Rand,0.7818,0.4989,0.6045,0.8889,0.0042917728424072266,0.0026421546936035156,1,0
SFE,0.0,0.0,0.3811,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.5084,0.0,0.0,0.0,1,0
CPF,0.5357,0.3683,0.4469,0.4444,0.004806995391845703,0.002778768539428711,1,1
ICRB,0.5139,0.347,0.7186,0.7778,0.004680633544921875,0.002778768539428711,1,1
STO,0.5576,0.3683,0.4469,0.1111,0.004475116729736328,0.002778768539428711,1,1
Rand,0.5326,0.3273,1.0,0.5556,0.004568576812744141,0.002778768539428711,1,1
SFE,0.0,0.0,0.2814,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.5983,0.1111,0.0,0.0,1,1
CPF,0.4042,0.2695,0.373,0.5556,0.004948616027832031,0.002897500991821289,1,2
ICRB,0.3812,0.2433,0.8279,0.6667,0.004786252975463867,0.002897500991821289,1,2
STO,0.4287,0.2603,0.5219,0.1111,0.004619121551513672,0.002897500991821289,1,2
Rand,0.3851,0.2446,0.8015,0.4444,0.004628181457519531,0.002897500991821289,1,2
SFE,0.0,0.0,0.3234,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.5219,0.1111,0.0,0.0,1,2
CPF,0.4111,0.2775,0.3102,0.3333,0.005152463912963867,0.0030808448791503906,1,3
ICRB,0.38,0.2578,0.6079,0.2222,0.004982709884643555,0.0030808448791503906,1,3
STO,0.4242,0.269,0.4326,0.1111,0.004812002182006836,0.0030808448791503906,1,3
Rand,0.4143,0.2587,0.5937,0.6667,0.004876613616943359,0.0030808448791503906,1,3
SFE,0.0,0.0,0.2398,0.5556,0.0,0.0,1,3
SFD,0.0,0.0,0.5849,0.1111,0.0,0.0,1,3
CPF,0.269,0.186,0.2951,0.4444,0.005341529846191406,0.0032160282135009766,1,4
ICRB,0.257,0.1737,0.5811,0.5556,0.0051462650299072266,0.0032160282135009766,1,4
STO,0.2762,0.1739,0.5763,0.2222,0.004984855651855469,0.0032160282135009766,1,4
Rand,0.2539,0.1583,1.0,0.7778,0.0050296783447265625,0.0032160282135009766,1,4
SFE,0.0,0.0,0.1377,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.5763,0.1111,0.0,0.0,1,4
CPF,0.4678,0.2873,0.4597,0.625,0.0048351287841796875,0.0028765201568603516,1,5
ICRB,0.4306,0.2606,0.8416,1.0,0.0046694278717041016,0.0028765201568603516,1,5
STO,0.4379,0.2509,1.0,0.375,0.004507780075073242,0.0028765201568603516,1,5
Rand,0.4749,0.2509,1.0,1.0,0.004556179046630859,0.0028765201568603516,1,5
SFE,0.0,0.0,0.3343,0.75,0.0,0.0,1,5
SFD,0.0,0.0,1.0,0.25,0.0,0.0,1,5
CPF,0.473,0.3092,0.4133,0.1111,0.00494074821472168,0.0028989315032958984,1,6
ICRB,0.4346,0.2787,0.77,0.2222,0.0048065185546875,0.0028989315032958984,1,6
STO,0.5139,0.3067,0.4395,0.2222,0.004655599594116211,0.0028989315032958984,1,6
Rand,0.4644,0.2781,0.7779,0.4444,0.004689455032348633,0.0028989315032958984,1,6
SFE,0.0,0.0,0.23,0.1111,0.0,0.0,1,6
SFD,0.0,0.0,0.4395,0.0,0.0,0.0,1,6
CPF,0.4429,0.3105,0.2752,0.5,0.00499725341796875,0.002913951873779297,1,7
ICRB,0.4041,0.2866,0.5681,0.3,0.004800319671630859,0.002913951873779297,1,7
STO,0.4436,0.2834,0.6111,0.3,0.0046498775482177734,0.002913951873779297,1,7
Rand,0.425,0.2754,0.7221,0.5,0.004705667495727539,0.002913951873779297,1,7
SFE,0.0,0.0,0.2752,0.5,0.0,0.0,1,7
SFD,0.0,0.0,0.5681,0.2,0.0,0.0,1,7
CPF,0.4042,0.327,0.0,0.2,0.005010128021240234,0.0029833316802978516,1,8
ICRB,0.3993,0.3166,0.1718,0.1,0.0049591064453125,0.0029833316802978516,1,8
STO,0.4198,0.3166,0.1718,0.1,0.004715919494628906,0.0029833316802978516,1,8
Rand,0.4215,0.3055,0.3677,0.5,0.0047893524169921875,0.0029833316802978516,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.5894,0.0,0.0,0.0,1,8
CPF,0.7753,0.5623,0.3265,0.7778,0.0044705867767333984,0.0025942325592041016,1,0
ICRB,0.7579,0.5502,0.4051,0.6667,0.0043332576751708984,0.0025942325592041016,1,0
STO,0.7681,0.5022,0.7555,0.2222,0.004157066345214844,0.0025942325592041016,1,0
Rand,0.7802,0.5173,0.6382,0.5556,0.004202842712402344,0.0025942325592041016,1,0
SFE,0.0,0.0,0.3229,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.5091,0.1111,0.0,0.0,1,0
CPF,0.5912,0.386,0.2697,0.4444,0.004795551300048828,0.0027685165405273438,1,1
ICRB,0.5387,0.3637,0.4682,0.4444,0.004613399505615234,0.0027685165405273438,1,1
STO,0.5878,0.3637,0.4682,0.2222,0.004457712173461914,0.0027685165405273438,1,1
Rand,0.5497,0.3329,0.7857,0.5556,0.004477262496948242,0.0027685165405273438,1,1
SFE,0.0,0.0,0.2697,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.4682,0.1111,0.0,0.0,1,1
CPF,0.4363,0.2882,0.4073,0.2222,0.004930734634399414,0.0029075145721435547,1,2
ICRB,0.3977,0.2777,0.5457,0.6667,0.004794120788574219,0.0029075145721435547,1,2
STO,0.4347,0.2679,0.6855,0.1111,0.004647254943847656,0.0029075145721435547,1,2
Rand,0.4351,0.2684,0.6771,0.6667,0.004705905914306641,0.0029075145721435547,1,2
SFE,0.0,0.0,0.3576,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.6855,0.1111,0.0,0.0,1,2
CPF,0.3334,0.2242,0.3933,0.3333,0.005106449127197266,0.0030748844146728516,1,3
ICRB,0.3081,0.2043,0.779,0.6667,0.0049860477447509766,0.0030748844146728516,1,3
STO,0.3525,0.2205,0.4604,0.1111,0.004812717437744141,0.0030748844146728516,1,3
Rand,0.3313,0.2023,0.822,0.3333,0.00484013557434082,0.0030748844146728516,1,3
SFE,0.0,0.0,0.221,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.221,0.1111,0.0,0.0,1,3
CPF,0.3051,0.2142,0.3359,0.4444,0.0054514408111572266,0.0032846927642822266,1,4
ICRB,0.2693,0.1918,0.8392,0.6667,0.0052454471588134766,0.0032846927642822266,1,4
STO,0.315,0.2142,0.3359,0.1111,0.005068540573120117,0.0032846927642822266,1,4
Rand,0.2952,0.1856,1.0,0.7778,0.005105495452880859,0.0032846927642822266,1,4
SFE,0.0,0.0,0.1608,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.582,0.1111,0.0,0.0,1,4
CPF,0.4643,0.2853,0.4537,0.5,0.005487918853759766,0.0027666091918945312,1,5
ICRB,0.4117,0.2499,1.0,0.5,0.0053369998931884766,0.0027666091918945312,1,5
STO,0.4585,0.2853,0.4537,0.0,0.005110502243041992,0.0027666091918945312,1,5
Rand,0.4476,0.2499,1.0,0.75,0.005160808563232422,0.0027666091918945312,1,5
SFE,0.0,0.0,0.2458,0.25,0.0,0.0,1,5
SFD,0.0,0.0,0.4537,0.0,0.0,0.0,1,5
CPF,0.4224,0.2882,0.1622,0.3333,0.004792451858520508,0.002796173095703125,1,6
ICRB,0.3983,0.2604,0.6188,0.4444,0.004671573638916016,0.002796173095703125,1,6
STO,0.4239,0.2613,0.6033,0.2222,0.004452228546142578,0.002796173095703125,1,6
Rand,0.4099,0.2489,0.8378,0.4444,0.0044896602630615234,0.002796173095703125,1,6
SFE,0.0,0.0,0.1622,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.6033,0.0,0.0,0.0,1,6
CPF,0.5512,0.3526,0.1771,0.2,0.005371570587158203,0.00336456298828125,1,7
ICRB,0.5061,0.3243,0.3707,0.2,0.005218029022216797,0.00336456298828125,1,7
STO,0.5786,0.3295,0.3325,0.1,0.005089759826660156,0.00336456298828125,1,7
Rand,0.5371,0.2929,0.6291,0.4,0.005157947540283203,0.00336456298828125,1,7
SFE,0.0,0.0,0.0,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.6827,0.1,0.0,0.0,1,7
CPF,0.4457,0.3317,0.2381,0.1,0.004968166351318359,0.0029289722442626953,1,8
ICRB,0.4298,0.3106,0.4913,0.1,0.004815340042114258,0.0029289722442626953,1,8
STO,0.4635,0.3328,0.2254,0.0,0.004657268524169922,0.0029289722442626953,1,8
Rand,0.4389,0.2904,0.7665,0.4,0.004725217819213867,0.0029289722442626953,1,8
SFE,0.0,0.0,0.1301,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.2254,0.0,0.0,0.0,1,8
CPF,0.7995,0.5284,0.3212,0.3333,0.004497051239013672,0.002561330795288086,1,0
ICRB,0.7884,0.5027,0.4859,0.5556,0.004406929016113281,0.002561330795288086,1,0
STO,0.7701,0.4708,0.715,0.2222,0.004202127456665039,0.002561330795288086,1,0
Rand,0.7695,0.4697,0.723,0.4444,0.004241466522216797,0.002561330795288086,1,0
SFE,0.0,0.0,0.2095,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.3446,0.1111,0.0,0.0,1,0
CPF,0.5675,0.3623,0.3613,0.4444,0.004766941070556641,0.002716541290283203,1,1
ICRB,0.5374,0.3455,0.5549,0.4444,0.004559040069580078,0.002716541290283203,1,1
STO,0.5691,0.3436,0.5769,0.2222,0.004405498504638672,0.002716541290283203,1,1
Rand,0.5607,0.3121,1.0,0.7778,0.0044612884521484375,0.002716541290283203,1,1
SFE,0.0,0.0,0.2296,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.5769,0.1111,0.0,0.0,1,1
CPF,0.4559,0.2587,0.5218,0.4444,0.005038261413574219,0.0029773712158203125,1,2
ICRB,0.4364,0.2623,0.4854,0.3333,0.004848957061767578,0.0029773712158203125,1,2
STO,0.473,0.2447,0.6722,0.3333,0.0047109127044677734,0.0029773712158203125,1,2
Rand,0.4636,0.2302,0.8476,0.4444,0.00472712516784668,0.0029773712158203125,1,2
SFE,0.0,0.0,0.3392,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.4885,0.2222,0.0,0.0,1,2
CPF,0.3892,0.2435,0.6918,0.4444,0.005225658416748047,0.0031223297119140625,1,3
ICRB,0.3917,0.2523,0.5948,0.4444,0.005065202713012695,0.0031223297119140625,1,3
STO,0.4023,0.2451,0.6737,0.1111,0.004887580871582031,0.0031223297119140625,1,3
Rand,0.3858,0.2278,0.8818,0.5556,0.004925966262817383,0.0031223297119140625,1,3
SFE,0.0,0.0,0.5318,0.4444,0.0,0.0,1,3
SFD,0.0,0.0,0.6737,0.1111,0.0,0.0,1,3
CPF,0.2627,0.1622,0.4083,0.3333,0.005333900451660156,0.0032341480255126953,1,4
ICRB,0.2447,0.1455,0.8344,0.4444,0.005151510238647461,0.0032341480255126953,1,4
STO,0.2837,0.1553,0.5739,0.0,0.005010843276977539,0.0032341480255126953,1,4
Rand,0.2784,0.1452,0.8436,0.7778,0.005064487457275391,0.0032341480255126953,1,4
SFE,0.0,0.0,0.4083,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.545,0.0,0.0,0.0,1,4
CPF,0.4266,0.3165,0.3547,0.5,0.004827737808227539,0.0028700828552246094,1,5
ICRB,0.3868,0.2789,1.0,0.5,0.004634857177734375,0.0028700828552246094,1,5
STO,0.4449,0.3165,0.3547,0.125,0.004499197006225586,0.0028700828552246094,1,5
Rand,0.4264,0.2863,0.8593,0.75,0.004526376724243164,0.0028700828552246094,1,5
SFE,0.0,0.0,0.2139,0.25,0.0,0.0,1,5
SFD,0.0,0.0,0.2139,0.125,0.0,0.0,1,5
CPF,0.4382,0.304,0.5422,0.4444,0.005091428756713867,0.0029823780059814453,1,6
ICRB,0.4217,0.2854,0.7827,0.3333,0.0048558712005615234,0.0029823780059814453,1,6
STO,0.4721,0.3171,0.3894,0.0,0.004717350006103516,0.0029823780059814453,1,6
Rand,0.437,0.2815,0.8369,0.4444,0.0047833919525146484,0.0029823780059814453,1,6
SFE,0.0,0.0,0.3894,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.3894,0.0,0.0,0.0,1,6
CPF,0.3959,0.275,0.1907,0.6,0.005011558532714844,0.0028984546661376953,1,7
ICRB,0.3594,0.2568,0.6012,0.7,0.004830598831176758,0.0028984546661376953,1,7
STO,0.3941,0.2658,0.3896,0.2,0.004626035690307617,0.0028984546661376953,1,7
Rand,0.4026,0.2516,0.7276,0.3,0.004690408706665039,0.0028984546661376953,1,7
SFE,0.0,0.0,0.0,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.662,0.2,0.0,0.0,1,7
CPF,0.4331,0.3097,0.2314,0.1,0.006295680999755859,0.004219532012939453,1,8
ICRB,0.4331,0.3097,0.2314,0.1,0.006102323532104492,0.004219532012939453,1,8
STO,0.4317,0.3176,0.1406,0.1,0.005937814712524414,0.004219532012939453,1,8
Rand,0.4379,0.3113,0.2126,0.4,0.006025552749633789,0.004219532012939453,1,8
SFE,0.0,0.0,0.1406,0.1,0.0,0.0,1,8
SFD,0.0,0.0,0.1406,0.1,0.0,0.0,1,8
CPF,0.7499,0.4773,0.5672,0.4444,0.004584550857543945,0.0025904178619384766,1,0
ICRB,0.7033,0.4578,0.723,0.7778,0.0044095516204833984,0.0025904178619384766,1,0
STO,0.7678,0.4758,0.5791,0.2222,0.004240751266479492,0.0025904178619384766,1,0
Rand,0.7492,0.4419,0.8602,0.8889,0.004269599914550781,0.0025904178619384766,1,0
SFE,0.0,0.0,0.3782,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.6944,0.1111,0.0,0.0,1,0
CPF,0.5486,0.3443,0.6677,0.3333,0.0047855377197265625,0.0027763843536376953,1,1
ICRB,0.5534,0.3338,0.7714,0.3333,0.004628896713256836,0.0027763843536376953,1,1
STO,0.5968,0.3778,0.3757,0.1111,0.00446772575378418,0.0027763843536376953,1,1
Rand,0.5844,0.3577,0.544,0.5556,0.004502296447753906,0.0027763843536376953,1,1
SFE,0.0,0.0,0.2166,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.6863,0.1111,0.0,0.0,1,1
CPF,0.4212,0.2396,0.2297,0.5556,0.004958391189575195,0.0028934478759765625,1,2
ICRB,0.3914,0.2183,0.5485,0.5556,0.004791736602783203,0.0028934478759765625,1,2
STO,0.4162,0.2145,0.6135,0.1111,0.004616260528564453,0.0028934478759765625,1,2
Rand,0.4079,0.194,1.0,0.3333,0.004666566848754883,0.0028934478759765625,1,2
